Id,SalePrice
1698,324302.3
1699,335095.53
1700,230126.39
1701,241113.22
1702,262541.3
1703,252779.73
1704,292660.12
1705,240412.45
1706,455292.1
1707,199261.12
1708,209292.58
1709,290494.75
1710,224924.17
1711,244534.14
1712,233168.5
1713,257747.03
1714,213680.31
1715,193633.47
1716,194274.7
1717,178510.81
1718,141713.88
1719,192925.02
1720,260082.86
1721,174849.45
1722,138403.56
1723,151286.11
1724,219841.89
1725,231743.78
1726,168557.3
1727,153749.36
1728,181417.75
1729,152730.34
1730,154158.47
1731,120651.53
1732,125219.06
1733,118059.125
1734,124569.75
1735,129014.234
1736,114315.16
1737,354115.06
1738,199114.28
1739,255385.36
1740,201669.86
1741,177261.36
1742,157535.36
1743,158111.73
1744,311604.4
1745,205458.95
1746,181241.88
1747,216426.62
1748,206954.16
1749,152489.81
1750,131989.06
1751,236945.06
1752,115974.8
1753,145579.11
1754,200514.44
1755,155702.48
1756,123777.3
1757,117131.86
1758,137569.39
1759,160634.67
1760,158951.31
1761,148680.86
1762,161445.56
1763,163810.42
1764,115958.07
1765,173034.25
1766,174988.05
1767,204191.67
1768,139701.28
1769,167529.56
1770,145371.0
1771,128388.25
1772,128311.79
1773,128150.62
1774,112414.17
1775,130426.414
1776,125425.445
1777,109980.36
1778,132779.86
1779,116323.08
1780,179099.72
1781,135289.28
1782,99525.48
1783,128682.586
1784,89444.016
1785,118619.13
1786,132369.6
1787,153397.94
1788,57705.11
1789,97427.69
1790,89962.42
1791,153677.56
1792,148921.14
1793,129728.79
1794,137461.02
1795,131614.23
1796,119048.43
1797,109813.336
1798,121201.99
1799,118010.695
1800,109314.17
1801,124366.23
1802,132487.92
1803,143195.9
1804,133148.0
1805,127840.4
1806,117383.695
1807,134281.52
1808,128980.25
1809,114343.87
1810,145584.73
1811,107554.95
1812,108273.766
1813,119477.805
1814,92452.41
1815,54090.113
1816,94189.586
1817,108461.61
1818,136319.02
1819,117117.945
1820,62821.9
1821,121815.19
1822,147058.14
1823,49800.074
1824,142761.88
1825,129106.836
1826,91482.516
1827,106028.02
1828,143015.06
1829,108991.56
1830,141139.83
1831,164078.28
1832,108044.98
1833,137038.11
1834,116283.47
1835,151123.55
1836,132782.38
1837,99075.336
1838,124699.87
1839,90767.984
1840,157471.86
1841,135560.25
1842,79243.336
1843,129207.125
1844,129041.98
1845,134238.62
1846,147483.89
1847,155143.94
1848,55802.85
1849,110995.79
1850,124121.125
1851,154704.6
1852,127786.51
1853,130495.95
1854,172814.97
1855,138599.89
1856,206347.02
1857,157023.25
1858,127798.68
1859,119119.016
1860,138290.14
1861,119119.016
1862,256416.11
1863,246613.61
1864,246613.61
1865,303326.12
1866,305324.66
1867,231946.23
1868,299633.03
1869,193648.33
1870,243837.73
1871,220852.16
1872,165921.66
1873,214936.86
1874,145337.3
1875,195233.92
1876,173056.08
1877,204759.78
1878,202240.33
1879,126841.805
1880,130741.24
1881,241243.52
1882,244785.97
1883,184586.66
1884,194215.16
1885,258320.58
1886,298321.47
1887,196765.31
1888,264501.25
1889,161820.73
1890,128182.81
1891,131903.02
1892,105867.25
1893,129301.89
1894,127004.22
1895,138979.75
1896,127479.28
1897,112824.55
1898,105039.34
1899,148917.5
1900,138373.77
1901,165327.2
1902,138782.03
1903,209204.5
1904,133310.36
1905,181479.58
1906,161658.88
1907,207085.73
1908,113741.66
1909,141550.66
1910,129377.305
1911,201126.88
1912,265595.06
1913,146603.97
1914,75073.25
1915,295556.53
1916,51110.574
1917,233957.97
1918,132145.12
1919,159678.11
1920,138954.61
1921,439728.97
1922,310821.03
1923,211474.17
1924,207199.75
1925,198337.22
1926,406227.5
1927,134347.22
1928,158473.64
1929,120079.234
1930,124699.266
1931,128134.086
1932,131642.83
1933,163582.27
1934,179527.19
1935,163501.23
1936,177887.45
1937,179943.2
1938,163374.94
1939,210127.9
1940,178423.38
1941,172760.89
1942,164538.4
1943,180874.97
1944,299667.47
1945,372860.94
1946,146460.4
1947,290348.47
1948,181379.5
1949,220685.66
1950,180414.44
1951,255110.66
1952,215460.94
1953,156432.77
1954,196841.66
1955,129795.39
1956,288372.94
1957,152800.62
1958,311320.75
1959,130148.625
1960,114167.516
1961,113623.56
1962,98560.086
1963,106330.414
1964,101686.95
1965,137675.06
1966,144783.42
1967,294427.6
1968,457152.7
1969,388252.28
1970,427502.34
1971,425969.62
1972,380081.84
1973,230425.0
1974,288021.06
1975,446088.8
1976,265692.53
1977,307593.8
1978,347713.25
1979,303294.28
1980,180332.81
1981,319296.2
1982,219265.34
1983,215450.8
1984,164503.48
1985,205772.75
1986,207000.25
1987,176809.6
1988,176003.52
1989,185583.03
1990,208077.17
1991,229535.64
1992,198899.55
1993,162395.08
1994,246481.03
1995,184283.39
1996,232649.03
1997,305473.38
1998,344454.97
1999,239467.58
2000,288839.97
2001,261691.17
2002,229184.44
2003,227140.12
2004,261851.36
2005,204698.38
2006,224043.2
2007,250265.47
2008,207407.06
2009,173031.1
2010,190763.67
2011,145440.89
2012,183670.36
2013,174491.58
2014,178585.12
2015,196681.16
2016,173965.39
2017,191315.88
2018,118243.305
2019,124943.82
2020,105853.22
2021,108854.555
2022,169061.25
2023,134265.89
2024,235040.03
2025,358993.12
2026,171475.25
2027,145773.27
2028,147605.36
2029,155764.02
2030,266794.16
2031,244971.12
2032,258464.25
2033,265655.12
2034,152004.22
2035,201571.42
2036,221437.23
2037,223086.16
2038,316477.03
2039,210027.92
2040,350949.38
2041,296990.8
2042,190820.48
2043,169277.1
2044,166489.5
2045,203893.97
2046,138855.95
2047,136786.9
2048,131176.25
2049,145020.25
2050,177991.27
2051,104102.95
2052,132981.06
2053,145008.12
2054,84106.65
2055,147672.94
2056,125945.44
2057,125913.52
2058,206410.08
2059,127997.94
2060,151894.98
2061,177537.97
2062,132924.58
2063,115595.164
2064,137746.31
2065,120034.44
2066,161822.83
2067,116233.83
2068,111584.4
2069,83979.27
2070,112120.58
2071,98910.26
2072,124500.04
2073,138352.25
2074,175242.17
2075,143415.97
2076,114336.29
2077,139692.84
2078,124683.24
2079,126187.59
2080,114914.43
2081,118742.94
2082,104240.32
2083,132241.25
2084,111473.17
2085,121314.11
2086,124394.94
2087,120107.78
2088,93684.92
2089,77220.19
2090,129996.805
2091,127961.445
2092,125825.375
2093,119467.96
2094,132288.73
2095,150972.25
2096,73297.805
2097,99474.32
2098,137980.34
2099,62180.492
2100,104529.26
2101,127222.75
2102,122742.81
2103,101581.14
2104,131369.8
2105,117268.02
2106,68321.12
2107,210694.06
2108,121004.38
2109,114072.55
2110,134113.5
2111,155475.83
2112,132819.95
2113,116434.625
2114,100889.94
2115,157854.1
2116,119262.91
2117,144281.9
2118,120093.84
2119,107897.42
2120,107885.305
2121,79370.46
2122,104788.06
2123,82855.79
2124,176418.8
2125,121776.63
2126,136770.77
2127,149106.31
2128,131732.83
2129,106624.94
2130,143999.12
2131,151986.5
2132,123965.06
2133,119783.11
2134,120824.11
2135,104530.195
2136,77954.98
2137,104595.39
2138,127818.89
2139,140588.72
2140,141829.58
2141,138515.53
2142,125179.19
2143,140143.47
2144,95512.27
2145,134511.34
2146,150724.42
2147,150205.11
2148,124487.31
2149,134602.67
2150,215515.62
2151,113655.96
2152,187137.33
2153,167214.8
2154,109176.625
2155,131189.3
2156,234953.42
2157,218771.7
2158,231850.81
2159,209017.08
2160,170693.84
2161,236081.55
2162,372062.94
2163,301676.94
2164,259305.72
2165,175430.1
2166,149840.3
2167,205410.58
2168,181183.61
2169,187305.42
2170,209840.02
2171,140215.17
2172,137989.22
2173,160687.77
2174,221138.95
2175,271316.88
2176,326792.0
2177,224845.2
2178,222627.66
2179,135851.8
2180,217660.19
2181,181808.23
2182,227066.62
2183,189483.0
2184,132343.75
2185,126414.42
2186,133111.12
2187,139987.25
2188,146775.3
2189,240327.38
2190,77941.69
2191,80736.85
2192,93907.58
2193,100475.086
2194,104323.36
2195,114214.85
2196,100140.67
2197,116177.1
2198,159228.03
2199,155144.4
2200,134394.0
2201,142043.06
2202,187206.44
2203,141500.62
2204,170928.11
2205,95460.76
2206,131692.84
2207,185396.45
2208,217810.7
2209,207563.6
2210,117407.92
2211,111521.35
2212,108061.14
2213,115033.01
2214,119833.445
2215,98681.94
2216,130106.82
2217,77373.984
2218,74640.36
2219,70817.68
2220,85488.08
2221,299937.22
2222,223978.22
2223,292911.34
2224,212016.86
2225,120792.164
2226,186544.67
2227,194198.81
2228,273803.6
2229,239567.56
2230,149001.27
2231,224792.39
2232,178349.05
2233,176195.45
2234,247404.78
2235,201785.23
2236,245351.86
2237,334831.3
2238,208684.06
2239,125943.766
2240,153265.36
2241,155550.61
2242,130240.51
2243,126279.445
2244,101169.234
2245,97279.99
2246,140892.88
2247,111130.69
2248,122873.43
2249,121186.13
2250,130679.65
2251,107667.766
2252,169971.77
2253,149573.75
2254,178930.03
2255,181790.17
2256,180751.7
2257,187466.36
2258,165027.56
2259,171665.11
2260,145891.78
2261,184762.08
2262,195030.56
2263,325866.34
2264,469125.8
2265,163743.31
2266,268600.25
2267,357012.72
2268,378172.78
2269,146586.5
2270,184105.03
2271,212899.23
2272,194626.06
2273,156438.64
2274,163460.73
2275,161435.92
2276,178095.62
2277,169506.06
2278,141253.7
2279,116506.555
2280,122710.14
2281,163293.81
2282,180360.33
2283,99746.42
2284,105757.125
2285,141641.48
2286,125093.625
2287,332160.1
2288,257270.67
2289,389929.16
2290,430674.47
2291,311203.78
2292,413663.4
2293,501217.5
2294,386825.06
2295,464627.4
2296,236551.94
2297,266708.72
2298,265993.5
2299,370097.72
2300,316655.25
2301,278064.9
2302,235254.86
2303,233385.2
2304,206153.11
2305,166896.72
2306,163805.25
2307,175024.44
2308,196306.11
2309,269285.6
2310,208280.42
2311,181399.56
2312,175802.27
2313,171792.08
2314,169857.55
2315,178446.84
2316,191005.19
2317,167486.97
2318,174722.86
2319,171346.89
2320,204705.4
2321,222256.23
2322,169160.7
2323,172732.98
2324,164300.83
2325,202584.98
2326,161706.73
2327,201926.03
2328,215933.23
2329,181450.78
2330,177690.19
2331,354524.75
2332,417243.1
2333,267559.2
2334,252736.16
2335,240975.23
2336,308995.66
2337,202937.64
2338,261944.16
2339,218412.72
2340,405008.94
2341,206612.25
2342,205992.7
2343,208322.33
2344,225009.08
2345,208554.48
2346,211332.34
2347,194209.86
2348,218546.48
2349,154631.2
2350,278689.1
2351,238246.73
2352,248905.02
2353,236426.03
2354,144099.39
2355,165031.45
2356,151478.88
2357,192108.16
2358,187762.47
2359,116555.04
2360,112645.07
2361,140923.69
2362,259661.19
2363,136363.23
2364,149659.19
2365,215447.58
2366,195413.28
2367,202664.36
2368,183348.23
2369,200646.06
2370,163544.08
2371,155757.72
2372,185639.4
2373,256368.05
2374,291645.7
2375,232143.3
2376,279042.1
2377,378636.03
2378,136826.08
2379,186212.86
2380,134380.08
2381,156599.69
2382,197798.52
2383,188802.48
2384,229902.47
2385,149910.12
2386,129370.27
2387,128876.71
2388,106332.336
2389,119254.92
2390,135141.28
2391,138610.14
2392,111705.016
2393,164103.94
2394,135158.81
2395,197679.2
2396,131291.89
2397,210162.38
2398,124337.1
2399,58678.44
2400,58337.098
2401,116705.57
2402,141218.61
2403,129259.414
2404,146470.38
2405,157036.22
2406,129253.95
2407,131042.77
2408,139693.12
2409,124544.11
2410,154071.14
2411,120080.67
2412,150933.8
2413,130478.51
2414,134521.1
2415,129110.055
2416,119537.86
2417,126027.6
2418,122444.61
2419,119434.16
2420,123924.28
2421,147067.03
2422,120160.45
2423,130026.33
2424,156639.97
2425,196898.56
2426,127837.71
2427,131045.76
2428,179641.0
2429,110470.46
2430,126675.53
2431,108599.21
2432,135066.53
2433,144341.34
2434,133511.61
2435,140608.84
2436,101240.86
2437,107023.06
2438,119147.33
2439,107282.08
2440,118758.1
2441,104010.766
2442,101442.4
2443,112833.766
2444,128078.97
2445,71728.88
2446,121664.3
2447,174431.77
2448,144392.27
2449,107882.58
2450,141899.56
2451,138043.6
2452,202514.34
2453,97125.64
2454,126841.445
2455,111310.96
2456,131183.61
2457,127490.48
2458,117829.31
2459,107840.91
2460,128507.8
2461,117847.81
2462,142251.83
2463,125034.26
2464,160858.06
2465,122952.195
2466,111377.74
2467,133236.36
2468,71406.74
2469,79910.97
2470,180548.8
2471,197637.77
2472,155147.27
2473,118795.2
2474,99232.34
2475,227632.53
2476,101850.54
2477,125998.33
2478,152691.66
2479,114011.195
2480,144436.86
2481,111906.805
2482,124504.24
2483,107168.54
2484,115846.44
2485,122074.55
2486,148127.67
2487,179143.61
2488,144912.4
2489,138219.81
2490,144610.67
2491,84073.44
2492,167107.8
2493,154609.05
2494,153533.73
2495,78483.63
2496,227098.3
2497,149619.6
2498,111977.91
2499,90964.15
2500,127057.51
2501,137209.11
2502,151083.08
2503,99007.195
2504,157954.12
2505,213020.0
2506,254186.72
2507,275644.5
2508,258719.06
2509,214677.75
2510,196111.73
2511,176864.23
2512,194804.89
2513,202421.0
2514,247338.27
2515,143649.08
2516,156781.69
2517,142706.77
2518,152992.7
2519,211442.34
2520,199893.0
2521,187234.9
2522,206710.14
2523,122932.09
2524,132444.95
2525,139601.97
2526,131589.3
2527,109324.83
2528,127252.26
2529,126770.16
2530,119907.875
2531,240206.23
2532,212165.6
2533,185757.4
2534,231483.52
2535,271085.56
2536,220834.83
2537,233895.36
2538,178391.02
2539,189320.64
2540,171965.75
2541,184981.81
2542,150557.48
2543,133591.33
2544,125113.46
2545,131646.0
2546,135716.2
2547,128704.55
2548,148485.06
2549,146246.92
2550,231753.17
2551,131807.95
2552,125476.7
2553,74645.02
2554,117046.02
2555,113565.58
2556,110054.945
2557,110124.04
2558,140790.23
2559,128996.43
2560,132662.77
2561,131498.14
2562,128240.75
2563,144160.44
2564,170287.69
2565,144992.36
2566,154094.88
2567,124138.33
2568,181855.4
2569,192056.89
2570,117407.92
2571,161696.02
2572,176953.42
2573,206485.94
2574,243505.58
2575,125783.35
2576,122579.484
2577,136648.23
2578,92341.055
2579,69198.92
2580,126929.62
2581,127821.56
2582,115590.87
2583,266079.44
2584,155948.19
2585,184914.45
2586,203144.53
2587,191785.34
2588,143148.0
2589,135947.48
2590,202413.28
2591,207555.03
2592,200105.94
2593,236591.28
2594,171685.62
2595,187984.39
2596,327666.16
2597,181109.75
2598,260555.5
2599,293389.1
2600,201690.66
2601,136753.16
2602,79337.33
2603,90015.78
2604,86410.67
2605,74923.0
2606,139347.1
2607,178632.33
2608,206762.88
2609,163923.38
2610,113739.61
2611,138514.72
2612,149796.62
2613,129855.305
2614,122526.33
2615,149733.64
2616,134463.16
2617,162640.84
2618,179511.64
2619,171271.89
2620,184732.06
2621,174893.67
2622,180554.92
2623,230045.8
2624,276993.44
2625,269839.53
2626,159806.48
2627,166334.6
2628,443427.03
2629,481199.9
2630,380406.03
2631,440481.7
2632,416410.72
2633,290157.06
2634,406844.53
2635,140173.45
2636,173130.45
2637,175905.86
2638,263330.6
2639,169884.33
2640,143085.06
2641,100201.99
2642,180949.02
2643,105678.5
2644,126673.11
2645,102905.9
2646,96861.26
2647,100321.07
2648,133619.12
2649,130475.51
2650,140575.58
2651,139264.05
2652,419968.34
2653,254879.22
2654,228226.92
2655,344201.34
2656,301073.8
2657,305344.3
2658,251092.2
2659,258643.12
2660,292271.0
2661,294128.1
2662,310593.47
2663,266353.75
2664,260145.27
2665,291387.4
2666,264031.16
2667,161339.58
2668,184838.55
2669,173694.48
2670,281859.25
2671,185739.78
2672,180052.67
2673,191964.3
2674,184390.5
2675,170843.05
2676,190722.67
2677,185298.33
2678,255485.47
2679,264941.22
2680,273075.16
2681,396483.47
2682,321342.44
2683,552225.7
2684,299039.78
2685,325815.72
2686,233019.02
2687,328238.72
2688,195718.69
2689,206258.83
2690,479687.38
2691,169567.9
2692,138578.0
2693,193831.45
2694,145822.31
2695,184090.61
2696,180366.56
2697,170700.56
2698,184388.9
2699,168828.55
2700,157843.19
2701,148629.12
2702,108969.66
2703,141362.69
2704,142043.23
2705,124486.71
2706,116297.37
2707,123274.695
2708,136537.48
2709,109359.016
2710,124234.32
2711,278386.8
2712,360389.9
2713,167168.56
2714,149983.94
2715,156410.31
2716,148019.02
2717,189033.42
2718,209565.06
2719,148914.25
2720,169374.58
2721,138091.72
2722,143631.56
2723,138200.3
2724,118560.5
2725,135268.36
2726,141220.64
2727,162469.08
2728,164853.27
2729,143004.8
2730,140758.5
2731,120073.17
2732,113531.91
2733,155852.45
2734,134733.72
2735,135271.62
2736,138966.83
2737,124380.86
2738,141470.11
2739,156871.4
2740,130782.91
2741,140792.97
2742,145709.45
2743,146050.89
2744,143577.36
2745,129417.4
2746,139618.0
2747,150683.95
2748,122658.234
2749,132252.83
2750,133801.44
2751,138985.14
2752,232941.6
2753,151469.45
2754,216470.16
2755,124682.305
2756,104916.99
2757,73468.46
2758,83810.48
2759,151209.03
2760,130069.23
2761,143821.3
2762,138154.4
2763,172195.47
2764,153616.17
2765,277156.84
2766,135905.03
2767,85036.734
2768,124229.57
2769,123193.74
2770,149162.61
2771,115625.52
2772,122407.03
2773,150864.94
2774,135397.03
2775,128455.81
2776,134389.06
2777,147131.08
2778,107998.36
2779,133485.05
2780,100754.07
2781,98043.18
2782,94225.555
2783,107675.93
2784,125191.375
2785,120722.93
2786,84642.805
2787,124202.23
2788,73693.57
2789,179114.58
2790,92079.164
2791,118476.8
2792,65150.715
2793,164801.42
2794,107208.484
2795,119435.6
2796,103285.67
2797,186887.12
2798,128195.484
2799,114290.02
2800,60155.227
2801,107210.18
2802,133190.1
2803,163688.53
2804,135429.9
2805,85391.42
2806,78021.08
2807,154027.67
2808,145175.31
2809,124563.37
2810,129637.23
2811,159933.86
2812,133608.42
2813,161228.28
2814,160219.75
2815,95895.016
2816,237714.98
2817,146754.38
2818,125159.73
2819,164586.97
2820,140203.75
2821,101972.64
2822,200431.14
2823,237696.8
2824,172512.06
2825,151430.88
2826,128399.9
2827,143337.8
2828,211756.45
2829,190866.53
2830,217166.11
2831,182160.73
2832,215726.73
2833,277202.53
2834,198029.83
2835,202539.14
2836,185361.31
2837,153579.6
2838,151453.14
2839,179850.16
2840,190050.42
2841,196265.3
2842,211739.28
2843,133377.66
2844,161627.1
2845,118271.44
2846,200672.56
2847,187381.17
2848,196713.77
2849,194872.67
2850,282746.53
2851,222760.73
2852,222573.05
2853,226758.44
2854,135680.77
2855,193002.08
2856,193869.45
2857,180689.98
2858,194223.05
2859,118173.57
2860,123344.79
2861,131446.61
2862,186279.33
2863,128347.77
2864,230460.94
2865,136275.6
2866,142940.66
2867,89318.47
2868,104753.35
2869,110464.836
2870,150416.42
2871,103421.984
2872,47932.43
2873,98899.49
2874,145174.98
2875,113923.48
2876,149241.33
2877,132022.34
2878,165055.73
2879,145251.75
2880,90222.41
2881,154248.62
2882,155414.8
2883,183568.19
2884,174173.34
2885,179895.8
2886,195004.7
2887,102843.77
2888,124747.2
2889,56425.242
2890,88673.39
2891,133150.6
2892,64634.2
2893,100944.555
2894,65366.21
2895,304954.44
2896,262402.25
2897,199492.6
2898,148595.92
2899,194273.16
2900,148607.83
2901,214557.19
2902,180379.36
2903,336405.44
2904,337962.62
2905,99877.91
2906,200539.34
2907,104923.79
2908,128029.86
2909,143503.2
2910,86736.055
2911,80359.88
2912,140592.69
2913,86628.62
2914,81185.04
2915,85669.3
2916,83991.22
2917,172785.69
2918,121202.4
2919,237373.25
